Código,   Universidad,  Rama,  Grado en,  Centro,	Nota general,  Mayor
25,  Mayor 40, Mayor 45
322003,CÓRDOBA,IYA,INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL HORTOFRUTICULTURA -  JARDINERÍA Y PAISAJISMO INGENIERÍA ALIMENTARIA INGENIERÍA RURAL SISTEMAS AGRO-GANADEROS,E.T.S.ING.AGRON. MONTES,5.000,5.000,5.000 -ONP NA,5.000,5.000
322500,CÓRDOBA,IYA,INGENIERÍA CIVIL CONSTRUCCIONES CIVILES HIDROLOGÍA,E. POLITÉCNICA SUP. (BEL),5.000,5.000,5.000 -ONP NA,5.000,5.000
323708,CÓRDOBA,IYA,INGENIERÍA DE RECURSOS ENERGETICOS Y MINEROS EXPLOTACIÓN DE MINAS RECURSOS ENERGÉTICOS -  COMBUSTIBLES Y EXPLOSIVOS,E. POLITÉCNICA SUP. (BEL),5.000,5.000,5.000 -ONP NA,5.000,5.000
312504,CÓRDOBA,IYA,INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR,5.000,5.000,5.000 -ONP NA,5.000,5.000
313001,CÓRDOBA,IYA,INGENIERÍA ELECTRÓNICA INDUSTRIAL,E. POLITÉCNICA SUPERIOR,5.000,5.000,5.000 -ONP NA,5.000,5.000
324000,CÓRDOBA,IYA,INGENIERÍA FORESTAL EXPLOTACIONES FORESTALES,E.T.S.ING.AGRON. MONTES,5.000,5.000,5.000 -ONP NA,5.000,5.000
323503,CÓRDOBA,IYA,INGENIERÍA INFORMÁTICA COMPUTACIÓN INGENIERÍA DE COMPUTADORES INGENIERÍA DEL SOFTWARE,E. POLITÉCNICA SUPERIOR,6.776,5.000,5.000 -ONP NA,5.000,5.000
313508,CÓRDOBA,IYA,INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR,5.548,5.000,5.000 -ONP NA,5.000,5.000
339500,CÓRDOBA,SD,MEDICINA,F. MEDICINA Y ENFERMERÍA,12.736,5.000,6.892 -OPR AN,5.000,5.000
342500,CÓRDOBA,C,QUÍMICA,F. CIENCIAS,7.087,5.000,5.000 -ONP NA,5.000,5.000
308004,CÓRDOBA,SYJ,RELACIONES LABORALES Y RECURSOS HUMANOS ASESORÍA JURÍDICO-LABORAL MERCADO DE TRABAJO Y EMPLEO RECURSOS HUMANOS SALUD LABORAL,F. CIENCIAS DEL TRABAJO,5.899,5.000,5.000 -ONP NA,5.000,5.000
343202,CÓRDOBA,AYH,TRADUCCIÓN E INTERPRETACIÓN FRANCÉS,F. FILOSOFÍA Y LETRAS,9.338,5.000,5.000 -ONP NA,5.000,5.000
343301,CÓRDOBA,AYH,TRADUCCIÓN E INTERPRETACIÓN INGLÉS,F. FILOSOFÍA Y LETRAS,11.077,5.000,5.000 -ONP NA,5.000,5.000
334804,CÓRDOBA,AYH,TRADUCCIÓN E INTERPRETACIÓN INGLÉS + ESTUDIOS INGLESES,F. FILOSOFÍA Y LETRAS,11.747,5.000,6.460 -OPR AN,5.000,5.000
308705,CÓRDOBA,SYJ,TURISMO,F. CIENCIAS DEL TRABAJO,5.851,5.000,5.000 -ONP NA,5.000,5.000
343504,CÓRDOBA,SD,VETERINARIA,F. VETERINARIA,11.790,5.000,7.450 -OPR AN,5.000,5.000
425528,GRANADA,SYJ,ADMINISTRACION Y DIRECCIÓN DE EMPRESAS,F. EDUC. Y HUMAN. (CEUTA),5.000,5.000,5.114 -OPR NA,5.000,5.000
